개설영역,학년,학수번호,교과목명,학점,시간,담당교수,강의시간/강의실,비고,강의평점
전공,2,N14132101,크어번역연습1,2,2,권혁재,금 1 2 (1513),전필,3.2
전공,2,N14132102,크어번역연습1,2,2,권혁재,금 3 4 (1513),전필,3.2
전공,3,N14237101,FLEX세르비아어,2,2,전영선,월 3 4 (1312),,5.0
전공,3,N14313201,세르비아문학사,2,2,김상헌,화 3 4 (1309),,0.0
전공,3,N14307401,세르비아어B1-B2,2,2,Dusanka Vujovic,목 3 4 (2407),원어,0.0
전공,3,N14319201,소셜미디어세/크어,2,2,백종필,수 5 6 (1507-1),,5.0
전공,4,N14371401,세르비아문화사,2,2,김상헌,월 1 2 (1513),,0.0
전공,4,N14411301,유고문화연구세미나1,2,2,Dusanka Vujovic,목 1 2 (2407),,0.0
전공,4,N14464101,유고지역언어상황연구,2,2,Sanja Zubcic,월 3 4 (1513),원어,0.0
전공,4,N14486201,유고지역연구1,2,2,이하얀,목 5 6 (1313),,0.0
전공,1,F01119501,이산수학및연습,3,4,최일규,월 1 2 화 5 6 (0301),수학과 수강,4.17
전공,1,F01119502,이산수학및연습,3,4,최일규,월 3 4 화 7 8 (0301),통계학과 수강,4.17
전공,2,F01204101,미분방정식,3,3,정미연,월 5 6 수 3 (3311),,4.27
전공,2,F01257201,선형대수학및연습1,3,4,곽민석,수 7 8 금 5 6 (3311),전필,0.0
전공,2,F01311201,전산수학,3,3,최영수,월 3 수 5 6 (3310),,1.86
전공,2,F01201301,해석학개론1,4,4,윤기현,월 1 2 수 1 2 (3311),전필,3.25
전공,3,F01364101,다변수해석학,3,3,송현정,화 5 6 목 7 (3311),,5.0
전공,3,F01474101,수리금융학,3,3,최영수,목 2 3 4 (3310),,3.0
전공,3,F01313101,수학으로이해하는기계학습의원리1,3,3,윤기현,화 1 2 목 1 (3310),,5.0
전공,3,F01307201,위상수학,3,3,윤기현,월 4 화 3 4 (3311),,0.0
전공,4,F01358201,미분기하학,3,3,송현정,월 7 8 목 8 (3311),,4.71
전공,4,F01476101,보험수학,3,3,곽민석,수 5 6 금 3 (3311),,4.83
전공,4,F01300101,복소변수함수론,3,3,정성은,수 1 2 금 1 (0305),,4.56
전공,4,F01304101,현대대수학2,3,3,곽민석,월 5 6 금 7 (3310),,0.0
전공,1,N05113102,스페인어첫걸음:듣기와말하기,3,3,Carlos Alfonso Macias Valadez Elias,화 4 5 6 (1503),"전필,원어,마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (스통 전공, 이중 부전공생 제외)",0.0
전공,1,N05114101,스페인어커뮤니케이션(1):읽기,3,3,전용갑,목 1 2 3 (1503),"마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (스통 전공, 이중 부전공생 제외)",0.0
전공,1,N05114102,스페인어커뮤니케이션(1):읽기,3,3,박진서,화 6 7 8 (1409-1),"마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (스통 전공, 이중 부전공생 제외)",0.0
전공,1,N05117101,스페인어통합실습,3,3,유은정,목 4 5 6 (1503),"전필,마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (스통 전공, 이중 부전공생 제외)",0.0
전공,1,N05117102,스페인어통합실습,3,3,김선이,금 1 2 3 (1409-1),"전필,마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (스통 전공, 이중 부전공생 제외)",0.0
전공,1,N05109101,스페인역사문화세미나(1),2,2,신정환,화 1 2 (1302),전필,4.53
전공,1,N05109102,스페인역사문화세미나(1),2,2,전용갑,수 7 8 (1309),전필,4.0
전공,1,A05103101,초급스페인어강독(1),2,2,신정환,목 3 4 (1302),전필,4.88
전공,1,A05103102,초급스페인어강독(1),2,2,최민지,목 7 8 (1503),전필,0.0
전공,1,A05109501,초급스페인어문법(1),3,3,양승관,월 1 2 3 (1302),전필,3.5
전공,1,A05109502,초급스페인어문법(1),3,3,강필운,화 1 2 3 (2310),전필,0.0
전공,1,N05107301,초급스페인어스피치실습(1),2,2,김우정,월 5 6 (1308),전필,0.0
전공,1,N05107302,초급스페인어스피치실습(1),2,2,최윤진,월 7 8 (1503-1),전필,0.0
전공,1,A05107101,초급스페인어작문(1),2,2,최윤진,월 5 6 (1503-1),전필,5.0
전공,1,A05107102,초급스페인어작문(1),2,2,강필운,화 5 6 (2310),전필,4.19
전공,1,A05117201,초급스페인어회화(1),2,2,Pedro Pombo Novo,수 7 8 (1503-1),"전필,원어",4.88
전공,1,A05117202,초급스페인어회화(1),2,2,Elizabeth Castro Sandoval,금 1 2 (1504),"전필,원어",4.2
전공,2,N05209201,라틴아메리카역사세미나(1),2,2,박영미,목 5 6 (2311-1),전필,4.5
전공,2,N05209202,라틴아메리카역사세미나(1),2,2,정선유,화 7 8 (1504),전필,4.33
전공,2,N05209203,라틴아메리카역사세미나(1),2,2,남진희,수 5 6 (2311-1),전필,4.5
전공,2,N05209204,라틴아메리카역사세미나(1),2,2,김윤경,수 7 8 (2310),전필,5.0
전공,2,N05211101,매스미디어로본이베로아메리카(1),2,2,Pedro Pombo Novo,목 7 8 (1503-1),"전필,원어",4.8
전공,2,N05211102,매스미디어로본이베로아메리카(1),2,2,Jaime Aguilo Pastrana,목 1 2 (1503-1),"전필,원어",4.0
전공,2,N05211103,매스미디어로본이베로아메리카(1),2,2,Jaime Aguilo Pastrana,금 3 4 (1504-1),"전필,원어",4.0
전공,2,N05211104,매스미디어로본이베로아메리카(1),2,2,Jaime Aguilo Pastrana,금 5 6 (1504-1),"전필,원어",4.0
전공,2,A05221101,중급스페인어강독(1),2,2,심주영,수 1 2 (1503-1),전필,5.0
전공,2,A05221102,중급스페인어강독(1),2,2,서주희,수 3 4 (2517),전필,4.57
전공,2,A05221103,중급스페인어강독(1),2,2,황순양,수 5 6 (2312),전필,4.11
전공,2,A05221104,중급스페인어강독(1),2,2,남진희,수 7 8 (2311-1),전필,4.75
전공,2,A05207101,중급스페인어문법(1),2,2,유은정,월 7 8 (1409-1),전필,4.79
전공,2,A05207102,중급스페인어문법(1),2,2,양승관,금 5 6 (1403),전필,0.0
전공,2,A05207103,중급스페인어문법(1),2,2,유은정,금 7 8 (1302),전필,4.78
전공,2,N05207201,중급스페인어스피치실습(1),2,2,전혜찬,월 3 4 (2310),전필,0.0
전공,2,N05207202,중급스페인어스피치실습(1),2,2,정선유,화 5 6 (1504),전필,5.0
전공,2,N05207203,중급스페인어스피치실습(1),2,2,박영미,목 7 8 (2311-1),전필,5.0
전공,2,A05232201,중급스페인어작문(1),2,2,전혜찬,월 1 2 (2310),전필,3.67
전공,2,A05232202,중급스페인어작문(1),2,2,이미경,월 3 4 (1503-1),전필,3.75
전공,2,A05232203,중급스페인어작문(1),2,2,김승기,월 5 6 (2310),전필,3.15
전공,2,A05205201,중급스페인어회화(1),2,2,Jaime Aguilo Pastrana,금 1 2 (1504-1),"전필,원어",4.6
전공,2,A05205202,중급스페인어회화(1),2,2,Pedro Pombo Novo,금 3 4 (1503-1),"전필,원어",4.5
전공,2,A05205203,중급스페인어회화(1),2,2,Elizabeth Castro Sandoval,금 5 6 (1503),"전필,원어",2.33
전공,3,A05303201,고급스페인어작문(1),2,2,이미경,월 1 2 (1503-1),전필,0.0
전공,3,A05303202,고급스페인어작문(1),2,2,김광희,월 3 4 (2311-1),전필,1.92
전공,3,A05303203,고급스페인어작문(1),2,2,김유진,월 5 6 (1503),전필,4.5
전공,3,A05303204,고급스페인어작문(1),2,2,이은성,월 7 8 (1503),전필,5.0
전공,3,A05303205,고급스페인어작문(1),2,2,김현식,화 7 8 (1503),전필,4.5
전공,3,A05303206,고급스페인어작문(1),2,2,양승관,금 7 8 (1403),전필,0.0
전공,3,N05323101,고급스페인어청취(1),2,2,김희진,수 5 6 (1312),,3.0
전공,3,A05301101,고급스페인어회화(1),2,2,Jaime Aguilo Pastrana,화 1 2 (1506),"전필,원어",4.27
전공,3,A05301102,고급스페인어회화(1),2,2,Jaime Aguilo Pastrana,화 3 4 (1506),"전필,원어",4.27
전공,3,A05301103,고급스페인어회화(1),2,2,Carlos Alfonso Macias Valadez Elias,수 3 4 (1503),"전필,원어",5.0
전공,3,A05301104,고급스페인어회화(1),2,2,Pedro Pombo Novo,목 3 4 (1503-1),"전필,원어",4.57
전공,3,A05301105,고급스페인어회화(1),2,2,Pedro Pombo Novo,목 5 6 (1503-1),"전필,원어",4.57
전공,3,A05301106,고급스페인어회화(1),2,2,Carlos Alfonso Macias Valadez Elias,금 1 2 (1503),"전필,원어",5.0
전공,3,A05456201,라틴아메리카경제(1),2,2,최명호,목 5 6 (1309),,0.0
전공,3,A05456202,라틴아메리카경제(1),2,2,Carlos Alfonso Macias Valadez Elias,수 1 2 (1503),원어,5.0
전공,3,A05409301,라틴아메리카문화와사회사(1),2,2,신정환,목 7 8 (1302),,4.33
전공,3,A05341301,라틴아메리카정치(1),2,2,최명호,목 1 2 (1303),,0.0
전공,3,A05311201,스페인문학사(1),2,2,이만희,목 3 4 (1301),,4.13
전공,3,N05307101,스페인어문장구역,2,2,이은성,화 5 6 (1503-1),,5.0
전공,3,N05309101,스페인어문학번역,2,2,강필운,화 7 8 (2310),,5.0
전공,3,N05301201,스페인어언어학이해(1),2,2,유은정,월 5 6 (1409-1),,5.0
전공,3,N05321201,이베로아메리카지역음악과미술(1),2,2,김경란,화 7 8 (2311-1),,4.5
전공,3,A05387201,전공FLEX스페인어(1),2,2,유은정,금 3 4 (1302),,4.71
전공,3,A05411301,픽션과영화로본이베로아메리카세계(1),2,2,심주영,수 3 4 (1503-1),,5.0
전공,4,N05415101,라틴아메리카주요국가연구,2,2,최명호,수 1 2 (1309),,0.0
전공,4,A05401101,스페인어고급문법세미나(1),2,2,이은성,월 3 4 (1503),,0.0
전공,4,A05461101,스페인어발달사(1),2,2,이강국,화 1 2 (1402),,4.31
전공,4,N05405101,스페인어순차통역(1),2,2,김희진,수 3 4 (1312),,4.0
전공,4,N05403201,스페인어통번역세미나(1),2,2,이은성,월 1 2 (1503),,5.0
전공,4,N05316201,이베로아메리카지역과EU정치경제(1),2,2,김현철,화 3 4 (2311-1),,4.88
전공,4,N05414101,한국-라틴아메리카관계론,2,2,추원훈,목 3 4 (1308),,0.0
이중(부)전공,1,N05111101,기초스페인어문법1,2,2,고슬기,화 7 8 (2312),전필,0.0
이중(부)전공,1,A05103103,초급스페인어강독(1),2,2,전용갑,수 5 6 (1309),전필,3.89
이중(부)전공,1,A05107103,초급스페인어작문(1),2,2,김우정,월 1 2 (1303),전필,4.33
이중(부)전공,1,A05117203,초급스페인어회화(1),2,2,Pedro Pombo Novo,수 3 4 (1506),"전필,원어",4.88
이중(부)전공,2,A05221105,중급스페인어강독(1),2,2,서주희,수 5 6 (2517),전필,4.57
이중(부)전공,2,A05221106,중급스페인어강독(1),2,2,이만희,목 5 6 (1301),전필,4.07
이중(부)전공,2,A05207104,중급스페인어문법(1),2,2,유은정,금 5 6 (1302),전필,4.78
이중(부)전공,2,A05232204,중급스페인어작문(1),2,2,김승기,월 7 8 (2310),전필,3.15
이중(부)전공,2,A05232205,중급스페인어작문(1),2,2,김현식,화 3 4 (1503-1),전필,0.0
이중(부)전공,2,A05205205,중급스페인어회화(1),2,2,Carlos Alfonso Macias Valadez Elias,금 3 4 (1503),"전필,원어",4.67
이중(부)전공,4,A05461102,스페인어발달사(1),2,2,이강국,목 1 2 (1302),,4.31
전공,1,I02101201,Language and Culture: Arabic & Chinese,2,2,노다솔,월 1 2 (0514),전필,3.18
전공,1,I02101202,Language and Culture: Arabic & Chinese,2,2,김은지,화 1 2 (0501),전필,3.88
전공,1,I02101203,Language and Culture: Arabic & Chinese,2,2,정미순,금 1 2 (0514),전필,3.9
전공,2,I02209101,A Practice on Elementary Colloquial Arabic,2,2,서정민,수 1 2 (0504),"전필,원어",4.75
전공,2,I02204101,Arabic Translation & Interpreting Ⅰ,2,2,백혜원,화 3 4 (0503),,3.5
전공,2,I02204102,Arabic Translation & Interpreting Ⅰ,2,2,김효정,목 1 2 (0506),,0.0
전공,2,I02201101,Elementary Arabic Grammar Ⅱ,4,4,최진영,월 3 4 목 3 4 (0207),전필,5.0
전공,2,I02201102,Elementary Arabic Grammar Ⅱ,4,4,양희정,월 5 6 금 5 6 (0504),전필,0.0
전공,2,I02201103,Elementary Arabic Grammar Ⅱ,4,4,김수완,화 5 6 목 3 4 (0503),전필,4.0
전공,2,I02206101,Intermediate Arabic Conversation Ⅰ,2,2,Mohamed Ibrahim Elaskary,목 5 6 (0305),,5.0
전공,2,I02206102,Intermediate Arabic Conversation Ⅰ,2,2,Mohamed Ibrahim Elaskary,목 7 8 (0305),,5.0
전공,2,I02206103,Intermediate Arabic Conversation Ⅰ,2,2,Mohamed Ibrahim Elaskary,화 1 2 (0504),,5.0
전공,2,I02202101,Intermediate Arabic-Korean Translation Ⅰ,2,2,정미순,목 5 6 (0506),,0.0
전공,2,I02202102,Intermediate Arabic-Korean Translation Ⅰ,2,2,ABDELSALAM REHAM HAMADA MOHAMMED MOHAM,수 5 6 (0502),,0.0
전공,2,I02202103,Intermediate Arabic-Korean Translation Ⅰ,2,2,김효정,목 3 4 (0506),,0.0
전공,3,I02302101,Arabic in Multimedia Ⅰ,2,2,Mohamed Ibrahim Elaskary,금 3 4 (0506),,0.0
전공,3,I02307101,Arabic–Korean Machine Translation & Post Editing,2,2,서정민,수 5 6 (0504),"전필,원어",5.0
전공,3,I02304101,Colloquial Arabic Practice,2,2,최진영,월 7 8 (0506),전필,1.0
전공,3,I02306101,K-Culture Contents Translation,2,2,ABDELSALAM REHAM HAMADA MOHAMMED MOHAM,수 3 4 (0502),,0.0
전공,3,I02301201,Modern Arabic Reading Ⅱ,2,2,최진영,목 7 8 (0504),전필,3.0
전공,4,I02401101,"Arabic Translation & Interpreting in Medical, Healthcare, & MICE Industries",2,2,이계연,목 1 2 (0504),,1.0
전공,4,I02402101,Arabic-Korean Consecutive Interpretation,2,2,백혜원,화 7 8 (0504),,0.0
전공,4,O04412101,아랍국제정치학,2,2,안승훈,수 5 6 (1507),,4.0
전공,4,O04417101,이슬람법,2,2,김형훈,목 1 2 (1507),,5.0
전공,1,O10232301,아프리카문학개론,2,2,장태상,화 3 4 (2214),전필,4.17
전공,1,O10201301,아프리카입문,2,2,송정은,금 3 4 (2213),전필,0.0
전공,1,O10157201,아프리카정치경제개론,2,2,황규득,월 5 6 (2303),전필,3.28
전공,3,O10399201,아프리카문학의이해,2,2,박정경,수 7 8 (1306),,3.45
전공,3,O10397201,아프리카인류학개론,2,2,장용규,목 1 2 (1306),,3.2
이중(부)전공,2,V24405102,글로벌커뮤니케이션,3,3,채영길,화 1 2 3 (0305),전필,3.5
이중(부)전공,2,C04535102,디지털뉴스스토리텔링,3,3,이중근,수 7 8 9 (0304),,0.0
이중(부)전공,2,C03201102,저널리즘의이해,3,3,문소영,월 1 2 3 (0508),전필,0.0
이중(부)전공,4,C03124302,인공지능시대의리터러시,3,3,이영희,목 1 2 3 (0305),,5.0
전공,1,R07113101,언어학입문,3,3,이한나,목 1 2 3 (4210),전필,3.37
전공,2,R03301201,NLU자연어데이터,3,3,남지순,수 4 5 6 (4210),"<자연언어데이터> 동일 과목, 마이크로 전공",0.0
전공,2,R07215101,음성학,3,3,박나영,금 4 5 6 (4210),,4.0
전공,3,R07412101,신경언어학,3,3,신경순,월 4 5 6 (4210),,4.39
전공,3,R07362101,언어학특강,3,3,전종섭,목 7 8 9 (4210),,3.55
전공,3,R07301201,의미론,3,3,이해윤,화 1 2 3 (4210),"전필,'25년도 신입생, 편입생'부터 전공필수 적용",4.35
전공,3,R07315401,코퍼스언어분석,3,3,고승희,화 4 5 6 (4210),"<코퍼스 분석과 사전>동일 과목, 마이크로",0.0
전공,3,R07418101,프로그래밍언어연습,3,3,김원빈,화 7 8 9 (4212),,0.0
전공,4,R07351101,심리언어학,3,3,전종섭,수 7 8 9 (4210),,3.23
전공,4,R07423201,언어학연구방법론,2,2,이해윤,월 7 8 (4210),25년 졸업논문 작성예정자 수강권장,0.0
전공,2,N01333101,문학번역테스팅세미나,2,2,윤선경,목 1 2 (2310),,3.36
전공,2,N01333102,문학번역테스팅세미나,2,2,윤선경,목 3 4 (2310),,3.36
전공,2,N01332101,영.미단편소설과번역실습,2,2,박순강,월 5 6 (1309),,3.73
전공,2,N01243101,영.미문학과글쓰기,2,2,Finn Harvor,화 5 6 (0506),원어,3.0
전공,2,N01211101,영.미문학과역사,2,2,최순근,금 1 2 (1402),,0.0
전공,3,A01215401,미국소설,3,3,최순근,금 4 5 6 (1402),,4.53
전공,3,N01336101,영.미영화시문학세미나,3,3,선희정,목 4 5 6 (2511),,4.2
전공,3,E01454501,영.미희곡,3,3,박정만,수 1 2 3 (1410),,4.63
전공,4,N01420201,영.미문학주제연구,3,3,이진아,월 4 5 6 (1302),,5.0
전공,4,N01337101,영화문학번역실습,2,2,박순강,월 7 8 (1309),,0.0
전공,1,I01101201,Language and Culture: English & Italian,2,2,박지원,수 3 4 (0515),전필,4.48
전공,1,I01101202,Language and Culture: English & Italian,2,2,박지원,수 5 6 (0515),전필,4.45
전공,1,I01101203,Language and Culture: English & Italian,2,2,박지원,수 7 8 (0515),전필,4.48
전공,2,I01202101,English-Korean Consecutive Interpreting I,2,2,남혜경,수 1 2 (0309),,0.0
전공,2,I01202102,English-Korean Consecutive Interpreting I,2,2,남혜경,수 3 4 (0309),,0.0
전공,2,I01201201,Korean-English Translation I,2,2,Jeon Min Chul,금 5 6 (0502),,4.0
전공,2,I01203101,Translating Global Issues I,2,2,박지원,월 5 6 (0509),,5.0
전공,3,I01303101,English-Korean Consecutive Interpreting II,2,2,성승은,화 3 4 (0514),,0.0
전공,3,I01302101,Multimedia Translation,2,2,고선정,목 1 2 (0410),,4.0
전공,3,I01204101,Translating Cultures,2,2,임현경,월 7 8 (0501),,0.0
전공,3,I01204102,Translating Cultures,2,2,성승은,화 5 6 (0514),,0.0
전공,4,I01407101,Conference English & Interpreting,3,3,박영종,금 7 8 9 (1401),,0.0
전공,4,I01306101,Korean-English Consecutive Interpreting II,2,2,Jeon Min Chul,금 3 4 (0502),,0.0
전공,4,I01402201,Machine Translation & Post-editing Workshop (capstone),3,3,정호정,화 1 2 3 (0309),,0.0
전공,4,I01402202,Machine Translation & Post-editing Workshop (capstone),3,3,정호정,화 4 5 6 (0309),,0.0
전공,4,I01403201,Multimedia Translation Workshop (capstone),3,3,고선정,목 4 5 6 (0410),,0.0
전공,4,I01307101,Police & Legal Interpreting,2,2,박소운,금 7 8 (0502),,0.0
전공,1,N01119201,Foundation English Course 1,4,4,정형석,화 1 2 (0505) 수 1 2 (0506),FEC대상자 필수 수강,4.8
전공,1,N01117101,기초영작연습,2,2,Finn Harvor,화 1 2 (0506),원어,3.67
전공,1,N15105101,미디어영어청취1,3,3,박순강,월 1 2 3 (1410),,0.0
전공,1,N01115101,영어글쓰기를위한문법,3,3,윤영옥,목 4 5 6 (1402),,4.0
전공,1,N01113301,통역번역의이해,2,2,김덕수,화 3 4 (2303-2),"전필,1전공생 우선수강 (21학번부터 전필아님)",5.0
전공,2,N01239101,과학기술영어,2,2,이제원,목 5 6 (1403),1전공생 우선수강,4.0
전공,2,N01239102,과학기술영어,2,2,Finn Harvor,화 7 8 (0506),"원어,1전공생 우선수강",4.0
전공,2,A01428401,비즈니스영어,2,2,강미정,화 5 6 (0505),,4.38
전공,2,A01401501,시사영어,2,2,Finn Harvor,수 5 6 (0505),"원어,1전공생 우선수강",5.0
전공,2,A01401502,시사영어,2,2,강미정,화 3 4 (0505),1전공생 우선수강,5.0
전공,2,N01111201,영.미문학입문,2,2,박정만,수 5 6 (1410),전필,4.61
전공,2,N01111202,영.미문학입문,2,2,선희정,목 1 2 (2511),전필,4.32
전공,2,A01476301,영어토론,2,2,Finn Harvor,수 7 8 (0505),원어,4.67
전공,2,A01121701,영어학개론(1),2,2,김유강,수 7 8 (1302),전필,4.57
전공,3,E01303401,영어교과교육론,3,3,손은미,목 4 5 6 (1410),,1.0
전공,3,E01361201,영어논리및논술,2,2,오현주,화 1 2 (2510),,4.2
전공,3,N01383201,영어능력평가와연습(1),2,2,이제원,목 7 8 (1403),,4.13
전공,3,N01397101,영어읽기심화과정,2,2,Finn Harvor,목 7 8 (0401),원어,0.0
전공,3,N01352201,한국및세계영어교육의 동향,3,3,오현주,화 4 5 6 (2510),,3.5
전공,4,N01401201,취업영어(1)(영문문서작성),2,2,윤영옥,목 7 8 (1402),,2.0
전공,2,A01242501,영.한시역,2,2,박소운,금 5 6 (1409-2),"전필,융인대 영어통번역세부모듈인정, 이중전공0",0.0
전공,1,N16103301,기초우크라이나어말하기,2,2,김수현,목 1 2 (1310),전필,0.0
전공,1,N16107401,기초우크라이나어쓰기와문법,2,2,김수현,화 1 2 (1310),전필,0.0
전공,1,N16101201,디지털시대의우크라이나학,2,2,홍석우,화 3 4 (1310),전필,0.0
전공,1,N16118101,전통문화의체험(1),1,1,홍석우,,"온라인,비대면",5.0
전공,2,N16220101,우크라이나문화콘텐츠제작실습,2,2,홍석우,화 5 6 (1310),,0.0
전공,2,N16209301,우크라이나역사와인물(1),2,2,김민승,월 7 8 (1310),전필,0.0
전공,2,N16219101,우크라이나의안보,2,2,쉬만스카알리나,금 3 4 (1310),,0.0
전공,2,N16218101,우크라이나의외교,3,3,쉬만스카알리나,금 5 6 7 (1310),,0.0
전공,2,N16203201,중급우크라이나어문법작문(1),3,3,김민승,수 1 2 3 (1310),전필,0.0
전공,2,N16201101,중급우크라이나어회화(1),2,2,쉬만스카알리나,월 3 4 (1310),전필,0.0
전공,3,N16323101,발트-흑해정치경제,2,2,김신규,수 5 6 (2306),,4.8
전공,3,N16311201,우크라이나의시인과작가(1),2,2,김수현,금 1 2 (1310),,0.0
전공,3,N16301301,"카툰,멀티미디어로배우는중상위급우크라이나어(1)",2,2,김민승,수 7 8 (1310),,0.0
전공,3,N16303201,통번역연습(1),2,2,쉬만스카알리나,월 5 6 (1310),,0.0
전공,3,N16307101,현대우크라이나문화코드의이해(1),2,2,홍석우,목 7 8 (1310),,0.0
전공,3,N16325101,흑해지역문화세미나,2,2,엄태현,화 7 8 (1310),,0.0
전공,4,N16415101,우크라이나지성사1,2,2,홍석우,목 3 4 (1310),,5.0
전공,4,N16419101,"이민과이주,그리고문화",2,2,홍석우,목 5 6 (1310),,0.0
전공,2,I11402201,Effective Business Communication for Convergence Managers,3,3,Terrill Reid McLain,화 1 2 3 (4417),원어,2.88
전공,2,I11202101,Foundations of Marketing,3,3,조명환,목 1 2 3 (2502),전필,4.5
전공,2,I11201201,Global Business Environment and Management,3,3,서옥순,화 4 5 6 (2406),전필,4.43
전공,2,I11301201,Global Human Resources Management,3,3,최누리,수 1 2 3 (2214),,4.0
전공,3,I11203201,"Creative, Critical & Design Thinking Skills",3,3,전영은,월 4 5 6 (0515),전필,4.0
전공,3,I11403201,Global Accounting and Financial Management,3,3,Tae Young Choi,수 4 5 6 (0212),원어,0.0
전공,3,I11302301,Social Media Networking and Marketing,3,3,조명환,수 7 8 9 (0302),,4.0
전공,4,I11304201,"Convergence Management Cases, Research & Seminar Workshop",3,3,박성훈,금 4 5 6 (0309),,0.0
전공,4,I11303201,Strategic Decision Making and Management,3,3,박성훈,금 7 8 9 (0309),,5.0
전공,1,I00104101,Computer Technologies,2,2,김은경,수 3 4 (0416),전필,4.5
전공,1,I00102101,Global Culture & Future of Contents,2,2,문준영,목 1 2 (0515),전필,3.0
전공,1,I00101101,International Organization & Leadership,2,2,백승훈,수 1 2 (0214),전필,4.17
전공,1,I00103201,Introduction to Business and Convergence Management,2,2,서옥순,화 7 8 (2406),전필,3.81
전공,1,I00105101,"Translation, Interpreting & Future Industries",2,2,임현경,월 3 4 (0501),전필,4.22
전공,1,I00105102,"Translation, Interpreting & Future Industries",2,2,임현경,월 5 6 (0501),전필,4.22
전공,4,I00401101,Practicum of Career Writing & Presentation,2,2,Finn Harvor,수 1 2 (0207),,0.0
전공,4,I00402201,Practicum of Project for Graduation,2,2,김상수,월 9 10 (0501),전필,0.0
전공,2,I05204101,Italian & EU Culture II,2,2,문준영,수 1 2 (0502),,0.0
전공,2,I05201101,Italian Grammar II,3,3,최정윤,화 7 8 9 (0508),전필,0.0
전공,2,I05202101,Italian-Korean Translation II,2,2,Brazzale Anna,월 7 8 (0504),,0.0
전공,2,I05203101,Speaking Italian II,2,2,Brazzale Anna,월 3 4 (0504),전필,5.0
전공,3,I05305101,Communication for Business in the EU,2,2,문준영,수 9 10 (0502),,0.0
전공,3,I05301101,Italian Grammar IV,2,2,최정윤,화 1 2 (0502),,0.0
전공,3,I05302101,Korean-Italian Translation II,2,2,최정윤,화 3 4 (0502),,0.0
전공,3,I05306101,Speaking Italian IV,2,2,Brazzale Anna,월 1 2 (0504),,5.0
전공,1,N06107301,이탈리아어초급문법1,3,3,김효정,월 4 5 6 (1507),전필,0.0
전공,1,N06113201,전공교양토론1,2,2,이선필,수 7 8 (2303-2),전필,0.0
전공,1,N06103201,초급이탈리아어듣기1,2,2,윤혜신,월 3 4 (1504-1),전필,0.0
전공,1,N06109101,초급이탈리아어말하기1,2,2,이상엽,월 9 10 (1302),전필,1.75
전공,1,N06111201,초급이탈리아어쓰기1,2,2,주효숙,수 1 2 (1504),전필,1.0
전공,1,N06105101,초급이탈리아어읽기1,2,2,윤혜신,수 5 6 (1504),전필,4.2
전공,2,N06215101,이탈리아어문학작품읽기1,2,2,이승수,화 3 4 (1504),전필,5.0
전공,2,N06215102,이탈리아어문학작품읽기1,2,2,김효정,화 3 4 (1504-1),전필,4.25
전공,2,N06217101,전공교양세미나3,2,2,주효숙,수 3 4 (1504),전필,1.53
전공,2,N06207101,중급이탈리아어듣기1,2,2,Mosca Rossella,수 5 6 (1504-1),전필,4.67
전공,2,N06203101,중급이탈리아어말하기(1),2,2,Turato Laura,금 3 4 (1504),전필,5.0
전공,2,N06203102,중급이탈리아어말하기(1),2,2,Turato Laura,금 5 6 (1504),전필,5.0
전공,2,N06209101,중급이탈리아어쓰기1,2,2,Turato Laura,월 3 4 (1504),전필,4.2
전공,2,N06209102,중급이탈리아어쓰기1,2,2,Turato Laura,월 5 6 (1504),전필,4.2
전공,2,N06205101,중급이탈리아어읽기1,2,2,이승수,월 1 2 (1504),전필,4.83
전공,2,N06205102,중급이탈리아어읽기1,2,2,김효정,월 1 2 (1504-1),전필,4.25
전공,3,N06311301,이탈리아문학사1,4,4,이상엽,화 5 6 목 5 6 (1302),전필,1.71
전공,3,N06317101,이탈리아어번역실습1,2,2,이현경,화 1 2 (1504-1),,5.0
전공,3,N06301301,이탈리아어언어인증시험대비1,2,2,이소영,목 3 4 (1504),,4.5
전공,3,N06319101,이탈리아어통역실습1,2,2,이소영,목 1 2 (1504),,5.0
전공,3,A06308401,이탈리아역사1,2,2,이선필,목 1 2 (2312),,4.11
전공,3,N06322101,"이탈리아정치,경제,사회이해",2,2,이선필,목 3 4 (2312),,2.0
전공,4,A06401101,DANTE연구,2,2,이상엽,화 7 8 (1302),,2.6
전공,4,N06403101,이탈리아어주제별토론연습,2,2,Mosca Rossella,수 3 4 (1504-1),,5.0
전공,1,O07203101,인도사1,2,2,강명남,금 5 6 (1307),,4.0
전공,1,B07100601,초급힌디어I,4,4,이은구,화 1 2 목 1 2 (1307),전필,4.5
전공,1,B07302101,초급힌디어문법(1),2,2,이동원,월 1 2 (1307),,0.0
전공,2,B07117201,인도교양입문(1),2,2,신민하,목 3 4 (1307),,4.67
전공,2,B07102401,중급힌디어I,2,2,이지현,월 5 6 (1307),전필,3.67
전공,2,B07303201,중급힌디어문법(1),2,2,이지현,월 7 8 (1307),전필,0.0
